transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN01962,U01962,27.0,Female,5.85,5.5,3.74,0.91,8.68,,126,7.54,High,No,Severe,1
TXN01963,U01963,27.0,Male,10.74,1.53,0.29,3.55,8.84,29.0,178,12.49,High,Yes,Severe,1
TXN01964,U01964,27.0,Male,4.52,4.03,0.48,2.06,4.72,201.0,75,5.23,Medium,Yes,Severe,1
TXN01965,U01965,31.0,Other,8.37,2.88,2.65,2.64,33.42,84.0,103,9.71,Medium,Yes,,1
TXN01966,U01966,27.0,Female,11.04,0.51,2.53,2.06,7.74,36.0,134,13.0,High,No,Severe,1
TXN01967,U01967,30.0,Female,8.44,3.29,3.93,3.79,8.92,27.0,109,9.2,High,No,Severe,1
TXN01968,U01968,29.0,Female,11.45,5.54,0.83,2.5,6.77,246.0,52,14.08,Low,No,Moderate,1
TXN01969,U01969,22.0,Female,6.51,1.23,2.61,2.73,4.62,117.0,17,8.2,High,Yes,,0
TXN01970,U01970,26.0,Male,4.0,1.72,3.95,2.58,7.42,127.0,61,5.15,High,No,,0
TXN01971,U01971,18.0,Female,11.72,5.89,1.65,3.48,4.77,89.0,40,13.43,High,Yes,Moderate,1
TXN01972,U01972,31.0,Male,4.52,3.26,0.45,2.43,8.07,61.0,50,5.59,High,Yes,,0
TXN01973,U01973,35.0,Male,4.4,0.57,1.11,2.3,5.2,69.0,106,7.4,High,No,,0
TXN01974,U01974,26.0,Female,3.83,4.49,2.22,2.99,8.11,78.0,110,6.55,Low,Yes,Moderate,1
TXN01975,U01975,18.0,Female,10.43,5.7,1.26,2.25,8.01,133.0,52,11.34,High,Yes,Moderate,1
TXN01976,U01976,27.0,Male,4.06,4.35,2.66,5.76,7.0,30.0,168,6.46,High,Yes,Moderate,1
TXN01977,U01977,35.0,Other,3.15,0.9,3.58,1.06,5.79,241.0,99,,Low,No,,0
TXN01978,U01978,21.0,Other,11.37,1.94,1.88,2.75,6.54,207.0,175,12.19,Low,Yes,Moderate,1
TXN01979,U01979,34.0,Other,9.07,5.59,0.89,2.62,7.9,147.0,158,11.18,Low,Yes,Severe,1
TXN01980,U01980,,Female,9.01,1.04,3.3,3.91,8.57,133.0,79,11.84,Low,No,Moderate,1
TXN01981,U01981,28.0,Female,7.97,5.77,3.66,4.81,7.17,98.0,20,9.83,Medium,Yes,Moderate,1
TXN01982,U01982,31.0,Female,8.1,0.77,1.19,5.42,6.84,225.0,154,9.67,Medium,Yes,Moderate,1
TXN01983,U01983,28.0,Male,6.78,1.82,1.81,2.0,,31.0,36,8.28,Low,No,Moderate,1
TXN01984,U01984,25.0,Female,6.76,3.58,1.2,5.44,4.76,111.0,71,8.85,High,No,Mild,0
TXN01985,U01985,30.0,,8.54,1.38,2.45,2.69,5.71,,142,11.19,Low,No,Moderate,1
TXN01986,U01986,27.0,Other,9.08,1.82,0.56,1.88,5.46,151.0,16,11.5,Medium,Yes,,1
TXN01987,U01987,22.0,Other,5.77,4.46,1.37,5.68,6.29,47.0,98,7.61,Medium,No,Severe,1
TXN01988,U01988,18.0,Other,6.46,5.09,2.25,2.58,5.23,62.0,109,8.09,Low,Yes,Moderate,1
TXN01989,U01989,22.0,Male,8.59,2.36,2.4,2.47,8.69,237.0,36,9.9,High,Yes,Severe,1
TXN01990,U01990,19.0,Female,5.52,5.51,0.56,2.89,5.33,245.0,173,7.52,Medium,Yes,Moderate,1
TXN01991,U01991,27.0,Other,11.56,3.8,3.32,0.65,4.89,138.0,153,14.38,Low,Yes,Severe,1
TXN01992,U01992,25.0,Male,8.31,5.45,1.53,1.65,8.36,233.0,16,9.8,Low,No,Moderate,1
TXN01993,U01993,21.0,Male,10.55,3.73,2.0,2.16,,230.0,106,11.07,Low,Yes,Severe,1
TXN01994,U01994,19.0,Other,3.96,1.82,0.97,2.56,5.52,,139,4.67,Low,Yes,,0
TXN01995,U01995,18.0,Male,4.65,3.7,1.37,1.05,5.16,235.0,102,6.09,High,No,Mild,0
TXN01996,U01996,34.0,Male,9.66,2.45,2.4,0.51,6.52,179.0,51,10.73,Medium,No,Moderate,1
TXN01997,U01997,25.0,Other,3.75,2.62,2.51,3.06,8.02,216.0,34,4.96,Medium,No,Mild,0
TXN01998,U01998,27.0,Other,10.54,2.94,3.13,1.15,5.83,213.0,105,11.53,High,Yes,Moderate,1
TXN01999,U01999,32.0,Male,11.77,2.85,1.68,2.85,4.76,,135,13.89,Medium,Yes,Moderate,1
TXN02000,U02000,23.0,Male,7.98,5.02,2.59,3.12,4.75,189.0,33,10.47,,Yes,Moderate,1
TXN02001,U02001,25.0,Female,3.62,1.13,1.91,3.51,8.67,26.0,113,5.69,Medium,No,,0
TXN02002,U02002,25.0,Female,4.22,1.59,1.95,3.47,7.14,38.0,50,5.67,High,No,Mild,0
TXN02003,U02003,25.0,Female,11.2,0.96,1.14,1.34,5.9,25.0,25,11.77,HIGH,Yes,Severe,1
TXN02004,U02004,25.0,Other,8.13,3.46,3.63,1.32,5.59,198.0,33,9.15,Medium,No,Severe,1
TXN02005,U02005,34.0,Female,10.66,2.59,0.83,5.84,7.9,157.0,81,11.42,High,Yes,Severe,1
TXN02006,U02006,28.0,Female,8.13,5.35,1.36,1.66,,30.0,39,8.88,Medium,Yes,Severe,1
TXN02007,U02007,23.0,Female,9.3,2.66,0.74,2.95,8.07,76.0,109,9.96,Low,No,Moderate,1
TXN02008,U02008,28.0,Female,11.49,1.71,3.23,1.87,8.78,113.0,115,12.78,Medium,No,Severe,1
TXN02009,U02009,34.0,Female,6.97,2.11,1.7,1.41,8.16,167.0,88,9.24,Low,Yes,Moderate,1
TXN02010,U02010,22.0,Female,5.83,5.77,2.31,5.84,6.38,118.0,151,8.65,Low,Yes,Moderate,1
TXN02011,U02011,22.0,Female,9.76,5.32,2.84,1.49,8.75,209.0,96,12.02,High,No,Moderate,1
TXN02012,U02012,26.0,Female,10.8,0.9,2.3,2.16,8.41,188.0,110,13.55,Low,Yes,Moderate,1
TXN02013,U02013,33.0,Male,7.15,5.91,2.76,5.2,7.51,198.0,16,8.37,Medium,No,Severe,1
TXN02014,U02014,29.0,Other,4.05,3.36,2.79,0.79,4.61,78.0,171,5.87,Low,No,Mild,0
TXN02015,U02015,22.0,Female,9.97,1.56,2.58,5.34,7.62,165.0,84,11.26,High,No,Severe,1
TXN02016,U02016,32.0,Male,3.11,1.58,2.52,4.19,8.32,220.0,148,4.68,Low,Yes,,0
TXN02017,U02017,22.0,Other,3.24,5.72,0.2,5.38,7.54,94.0,143,6.04,Low,No,,1
TXN02018,U02018,24.0,Other,4.84,4.64,1.69,2.98,7.09,25.0,145,5.76,High,No,Severe,1
TXN02019,U02019,20.0,Other,9.28,2.6,3.41,4.02,5.64,93.0,126,11.97,High,Yes,Moderate,1
TXN02020,U02020,29.0,Male,11.26,2.04,2.86,0.79,8.4,57.0,81,13.31,Low,Yes,Severe,1
TXN02021,U02021,18.0,Male,3.7,5.44,1.17,1.1,6.05,250.0,150,5.99,High,Yes,Moderate,1
TXN02022,U02022,34.0,Male,9.6,3.67,3.03,4.54,5.79,183.0,32,10.25,Low,No,Moderate,1
TXN02023,U02023,29.0,Female,6.65,5.41,1.36,4.28,8.25,68.0,148,8.74,Low,No,Moderate,1
TXN02024,U02024,27.0,Female,7.12,2.44,0.2,0.73,7.38,46.0,118,8.91,Medium,No,Moderate,1
TXN02025,U02025,21.0,Other,7.38,4.99,2.2,0.7,8.83,175.0,24,8.27,Medium,Yes,Severe,1
TXN02026,U02026,34.0,Male,9.25,4.05,0.82,4.36,6.46,,108,11.04,Medium,No,Severe,1
TXN02027,U02027,20.0,Male,8.12,3.09,3.33,2.91,7.11,202.0,148,,Low,Yes,Severe,1
TXN02028,U02028,33.0,Female,10.83,4.46,3.46,2.33,8.91,73.0,110,11.8,Medium,Yes,Severe,1
TXN02029,U02029,28.0,Male,6.96,1.32,1.48,2.51,5.58,83.0,163,9.1,High,Yes,Moderate,1
TXN02030,U02030,,Female,6.6,1.28,1.87,4.77,6.67,163.0,26,7.27,Medium,No,Moderate,1
TXN02031,U02031,35.0,Female,7.36,5.28,0.02,5.31,5.41,58.0,146,8.71,Low,No,Moderate,1
TXN02032,U02032,30.0,Female,6.87,3.58,2.59,1.9,4.81,114.0,30,7.78,Low,No,Moderate,1
TXN02033,U02033,21.0,Other,11.71,,2.18,5.0,8.74,21.0,152,14.5,Medium,Yes,Moderate,1
TXN02034,U02034,32.0,Other,9.89,1.73,3.46,5.15,8.78,223.0,136,11.56,High,Yes,Moderate,1
TXN02035,U02035,27.0,Male,4.26,1.21,2.93,4.09,8.65,70.0,15,,Low,Yes,Mild,0
TXN02036,U02036,22.0,Other,3.66,5.05,2.87,2.03,5.37,192.0,89,5.38,High,Yes,Severe,1
TXN02037,U02037,33.0,Female,10.64,4.3,1.79,3.08,7.91,233.0,124,13.48,High,No,Moderate,1
TXN02038,U02038,29.0,Male,9.39,2.89,3.09,2.71,6.55,95.0,25,11.41,High,No,Moderate,1
TXN02039,U02039,27.0,Male,10.01,0.59,2.46,2.52,5.23,230.0,87,12.87,High,No,Severe,1
TXN02040,U02040,32.0,Male,8.62,5.76,0.73,5.11,7.11,214.0,81,9.73,High,Yes,Severe,1
TXN02041,U02041,29.0,Other,9.24,3.13,0.97,0.78,5.01,146.0,178,11.21,Low,No,Moderate,1
TXN02042,U02042,21.0,Female,3.39,2.68,3.32,1.33,4.54,149.0,23,4.23,Medium,Yes,Mild,0
TXN02043,U02043,28.0,Other,8.38,5.25,3.67,1.62,5.93,149.0,143,10.66,Medium,No,Moderate,1
TXN02044,U02044,23.0,Other,3.97,3.64,1.89,1.0,,82.0,144,6.78,High,No,Mild,0
TXN02045,U02045,25.0,Male,10.31,0.63,0.83,5.68,8.77,197.0,50,12.85,Medium,No,Severe,1
TXN02046,U02046,34.0,Male,4.28,2.66,1.33,5.22,7.17,62.0,142,6.45,Medium,Yes,,0
TXN02047,U02047,22.0,Female,3.19,2.65,0.2,2.17,7.86,222.0,19,4.49,High,Yes,Mild,0
TXN02048,U02048,24.0,Female,10.42,3.23,0.46,5.75,5.41,34.0,180,12.66,Low,Yes,Severe,1
TXN02049,U02049,24.0,Male,6.43,4.42,3.33,1.6,4.56,34.0,29,8.74,High,Yes,Moderate,1
TXN02050,U02050,35.0,Other,6.99,1.13,0.01,5.67,8.34,156.0,26,7.92,High,Yes,Moderate,1
TXN02051,U02051,26.0,Other,3.58,3.49,3.77,4.66,7.31,,174,5.93,Low,No,,0
TXN02052,U02052,32.0,Other,6.75,0.99,3.08,2.67,6.9,184.0,21,8.53,Low,Yes,Mild,0
TXN02053,U02053,31.0,Male,7.68,2.42,3.94,4.69,5.86,137.0,80,10.1,Low,No,,0
TXN02054,U02054,20.0,Other,3.33,2.42,2.19,1.67,8.01,82.0,17,5.99,Medium,No,,0
TXN02055,U02055,32.0,Female,8.57,2.1,0.56,3.57,8.94,211.0,93,9.42,Medium,Yes,Severe,1
TXN02056,U02056,29.0,Other,8.83,4.67,0.42,4.97,6.42,196.0,40,10.6,Medium,No,Moderate,1
TXN02057,U02057,34.0,Female,7.88,5.77,1.64,1.8,6.95,190.0,106,8.44,High,No,Moderate,1
TXN02058,U02058,30.0,Other,4.55,1.37,1.7,2.89,,196.0,146,5.08,High,Yes,Mild,0
TXN02059,U02059,30.0,,3.77,2.67,3.27,1.43,6.98,184.0,169,5.96,High,Yes,Mild,0
TXN02060,U02060,25.0,Female,10.28,3.61,0.42,2.28,7.3,142.0,134,11.16,Medium,No,Severe,1
TXN02061,U02061,18.0,Female,7.94,1.53,2.23,5.78,6.89,101.0,22,10.75,High,No,Mild,0
TXN02062,U02062,21.0,Male,11.03,4.79,1.32,3.53,5.35,37.0,50,13.01,Medium,No,Severe,1
TXN02063,U02063,35.0,Other,7.8,0.94,0.46,5.87,6.87,30.0,29,10.48,Medium,Yes,Mild,0
TXN02064,U02064,23.0,Other,5.36,3.77,2.55,3.38,6.51,233.0,140,6.73,Medium,Yes,,0
TXN02065,U02065,18.0,Female,9.97,3.74,0.07,1.06,8.45,107.0,177,10.5,High,No,Moderate,1
TXN02066,U02066,26.0,Male,4.54,4.65,0.09,4.14,7.2,58.0,61,5.45,Low,No,Moderate,1
TXN02067,U02067,35.0,Other,3.14,1.42,0.17,4.8,6.74,70.0,20,5.99,Medium,Yes,Mild,0
TXN02068,U02068,31.0,Other,4.25,4.36,2.3,2.5,6.61,222.0,177,5.47,Low,No,Severe,1
TXN02069,U02069,20.0,Other,10.26,4.69,1.22,5.7,8.82,114.0,119,12.46,Medium,No,,1
TXN02070,U02070,30.0,Female,7.88,3.21,0.83,4.05,5.64,115.0,71,9.02,High,Yes,Moderate,1
TXN02071,U02071,31.0,Other,11.07,5.86,2.65,2.8,8.67,151.0,65,13.24,Medium,Yes,Severe,1
TXN02072,U02072,25.0,Female,8.95,5.6,2.62,5.7,7.33,238.0,121,11.53,Low,No,Severe,1
TXN02073,U02073,34.0,Male,5.82,1.35,3.44,4.96,6.63,154.0,135,6.33,High,No,,0
TXN02074,U02074,31.0,Female,9.94,,0.87,5.06,,82.0,125,12.93,High,No,Moderate,1
TXN02075,U02075,18.0,Male,9.87,4.85,1.28,0.83,8.98,28.0,167,10.81,Medium,No,Severe,1
TXN02076,U02076,18.0,Other,3.46,1.58,0.69,5.92,7.22,70.0,160,4.07,Medium,No,,0
TXN02077,U02077,33.0,Male,11.16,5.14,2.36,1.98,8.05,108.0,175,14.08,Low,Yes,Moderate,1
TXN02078,U02078,31.0,Other,4.24,3.58,1.4,2.45,7.54,196.0,177,4.75,Medium,Yes,,0
TXN02079,U02079,21.0,Male,5.8,2.39,3.54,1.27,6.59,87.0,74,8.36,Medium,No,,0
TXN02080,U02080,21.0,,4.01,1.81,1.41,0.66,8.97,62.0,117,5.4,Medium,No,,0
TXN02081,U02081,,Female,10.56,,0.73,4.17,5.0,33.0,149,11.97,Low,Yes,Severe,1
TXN02082,U02082,27.0,Male,6.08,0.94,2.53,2.87,4.68,174.0,175,6.78,Low,No,Mild,0
TXN02083,U02083,33.0,Male,8.99,5.58,1.38,2.47,7.9,76.0,131,,Medium,Yes,Severe,1
TXN02084,U02084,35.0,Female,10.61,2.79,0.8,2.93,6.23,235.0,50,13.22,High,No,Severe,1
TXN02085,U02085,31.0,Other,9.47,4.69,2.99,4.69,5.66,45.0,59,11.85,Low,No,Moderate,1
TXN02086,U02086,32.0,Other,6.53,0.58,2.49,0.83,7.07,41.0,169,9.11,Low,Yes,Mild,0
TXN02087,U02087,28.0,Other,11.55,,1.98,0.83,6.01,202.0,99,13.85,High,Yes,Moderate,1
TXN02088,U02088,31.0,Other,6.97,4.22,0.4,1.45,7.92,91.0,73,9.54,High,Yes,Severe,1
TXN02089,U02089,29.0,Other,10.65,1.0,1.17,1.34,5.15,175.0,77,12.15,Medium,Yes,Moderate,1
TXN02090,U02090,23.0,Other,10.07,1.81,0.99,1.23,6.13,114.0,128,11.52,Low,Yes,Moderate,1
TXN02091,U02091,28.0,Male,5.64,,1.14,1.92,8.53,153.0,66,7.76,Low,No,Mild,0
TXN02092,U02092,20.0,Female,10.98,4.27,3.42,4.15,7.13,143.0,45,13.18,Low,No,,1
TXN02093,U02093,22.0,Other,9.15,1.13,2.69,3.07,5.07,220.0,101,11.67,Medium,Yes,Moderate,1
TXN02094,U02094,21.0,Other,10.58,1.28,2.46,4.59,7.79,145.0,73,13.13,Low,Yes,Moderate,1
TXN02095,U02095,,Male,5.22,3.62,0.3,2.27,5.48,137.0,126,7.67,Low,Yes,Mild,0
TXN02096,U02096,34.0,Male,9.14,3.18,1.77,2.11,8.33,209.0,173,11.74,Low,No,Moderate,1
TXN02097,U02097,26.0,Other,5.47,0.78,3.24,1.48,5.09,185.0,111,7.83,High,Yes,Mild,0
TXN02098,U02098,19.0,Male,10.98,4.6,1.24,2.4,4.75,172.0,95,12.74,Medium,No,Moderate,1
TXN02099,U02099,19.0,Male,5.45,3.83,2.88,1.63,,196.0,132,7.65,Medium,Yes,,0
TXN02100,U02100,31.0,Male,7.88,1.03,0.3,1.84,6.97,53.0,129,8.81,Low,No,,0
TXN02101,U02101,25.0,Male,5.53,0.83,2.18,1.38,4.51,80.0,152,7.67,Low,No,,0
TXN02102,U02102,19.0,Female,9.94,4.57,2.74,0.92,7.89,119.0,148,10.74,High,No,Moderate,1
TXN02103,U02103,18.0,Other,5.14,3.61,2.67,0.97,8.72,142.0,77,7.49,High,Yes,Mild,0
TXN02104,U02104,34.0,Female,8.33,2.18,1.94,3.15,4.71,25.0,105,9.15,Medium,Yes,Moderate,1
TXN02105,U02105,18.0,Male,7.11,2.89,1.08,2.51,8.07,223.0,151,9.7,Medium,Yes,Mild,0
TXN02106,U02106,32.0,Female,3.06,2.54,3.06,5.35,7.13,40.0,174,4.22,High,No,Mild,0
TXN02107,U02107,29.0,Male,6.78,3.1,2.47,2.39,6.25,49.0,168,7.75,Medium,No,Mild,0
TXN02108,U02108,32.0,Male,7.02,4.26,0.47,4.65,6.75,126.0,51,9.64,Low,No,Severe,1
TXN02109,U02109,22.0,Male,9.68,4.71,1.53,4.77,6.95,26.0,110,11.09,Low,Y,Moderate,1
TXN02110,U02110,35.0,Male,10.61,3.39,2.99,5.03,4.71,206.0,50,11.65,High,No,Severe,1
TXN02111,U02111,,Female,5.67,2.65,1.53,3.22,5.42,75.0,15,6.91,High,Yes,,0
TXN02112,U02112,31.0,Male,10.01,4.26,0.7,4.19,6.19,95.0,145,11.08,High,No,Severe,1
TXN02113,U02113,31.0,Female,5.36,0.65,1.0,2.22,6.92,164.0,114,7.34,Medium,Yes,,0
TXN02114,U02114,35.0,Other,8.03,5.79,0.01,2.03,5.49,194.0,169,10.83,Low,No,Moderate,1
TXN02115,U02115,20.0,Male,9.89,3.67,0.72,5.74,8.01,200.0,167,10.67,High,Yes,Severe,1
TXN02116,U02116,30.0,Male,5.97,,0.26,5.49,4.72,210.0,52,7.92,Low,No,,0
TXN02117,U02117,34.0,Female,4.41,3.14,2.07,0.61,6.91,134.0,164,6.84,Medium,Yes,Mild,0
TXN02118,U02118,32.0,Female,7.73,4.51,3.35,3.36,5.63,167.0,137,10.47,High,No,Moderate,1
TXN02119,U02119,23.0,Male,11.37,1.24,1.96,1.11,6.96,124.0,100,14.34,Medium,Yes,Moderate,1
TXN02120,U02120,31.0,Male,3.69,1.66,3.2,5.2,8.39,100.0,119,6.34,Low,No,,0
TXN02121,U02121,23.0,Male,8.37,5.9,1.47,2.44,8.18,210.0,121,9.13,lo,No,Severe,1
TXN02122,U02122,33.0,Other,11.22,3.29,0.35,5.12,5.45,238.0,166,13.34,High,Yes,Severe,1
TXN02123,U02123,23.0,Female,9.28,1.13,0.83,5.03,6.75,129.0,141,10.65,High,Yes,Moderate,1
TXN02124,U02124,25.0,Other,10.22,4.3,1.69,1.16,8.27,39.0,135,12.25,High,No,Severe,1
TXN02125,U02125,19.0,Other,9.79,0.75,2.76,5.09,5.59,192.0,56,11.79,High,No,Severe,1
TXN02126,U02126,28.0,Female,7.53,2.38,1.68,5.82,8.4,194.0,168,10.32,High,Yes,Mild,0
TXN02127,U02127,26.0,Female,11.99,1.7,2.53,1.3,5.95,248.0,102,12.75,,Yes,Moderate,1
TXN02128,U02128,35.0,Other,10.93,0.87,2.96,5.9,8.77,85.0,141,13.6,Low,Yes,Moderate,1
TXN02129,U02129,24.0,Male,6.65,0.71,2.78,2.67,7.07,86.0,106,,Low,No,Moderate,1
TXN02130,U02130,21.0,female,5.83,1.7,0.21,1.83,8.53,225.0,135,7.82,High,No,,0
TXN02131,U02131,31.0,Female,9.26,2.18,3.53,3.69,6.59,,86,12.05,Low,Yes,Moderate,1
TXN02132,U02132,33.0,Other,8.72,5.41,1.31,5.7,8.67,127.0,117,10.49,Low,Yes,Moderate,1
TXN02133,U02133,33.0,Male,4.73,2.86,0.12,4.31,5.04,188.0,72,7.0,Low,Yes,Mild,0
TXN02134,U02134,23.0,Male,8.82,4.54,3.78,1.02,7.28,245.0,73,11.35,Low,No,Moderate,1
TXN02135,U02135,25.0,Male,6.9,2.2,0.06,5.4,4.95,222.0,94,8.13,Low,No,Moderate,1
TXN02136,U02136,18.0,Other,4.42,2.04,3.23,4.65,4.53,173.0,93,6.02,Medium,Yes,,0
TXN02137,U02137,34.0,Male,6.83,0.86,1.35,5.94,4.54,225.0,162,,Medium,No,Moderate,1
TXN02138,U02138,35.0,Other,8.58,0.86,0.77,0.71,5.9,182.0,49,9.83,Medium,Yes,Moderate,1
TXN02139,U02139,,Other,6.47,0.92,3.61,4.79,4.62,71.0,96,7.93,High,No,Mild,0
TXN02140,U02140,23.0,Male,3.32,5.76,0.97,2.6,6.22,169.0,123,5.32,Low,No,Moderate,1
TXN02141,U02141,35.0,Male,6.45,3.63,0.37,0.86,8.2,220.0,64,8.47,Low,Yes,Moderate,1
TXN02142,U02142,26.0,Other,8.88,5.22,1.18,2.58,,151.0,63,10.06,Low,Yes,Severe,1
TXN02143,U02143,34.0,Other,7.85,1.77,0.95,1.65,6.17,208.0,149,9.3,High,No,Mild,0
TXN02144,U02144,31.0,Male,9.98,2.49,1.15,2.06,7.77,65.0,113,12.84,Low,No,Severe,1
TXN02145,U02145,32.0,Female,5.42,2.37,3.33,3.68,6.06,214.0,158,7.5,High,No,Mild,0
TXN02146,U02146,18.0,Female,5.24,2.85,3.62,5.3,6.4,,68,6.55,Low,No,Mild,0
TXN02147,U02147,19.0,Female,5.33,1.19,2.2,1.61,4.67,171.0,165,6.68,Low,No,,0
TXN02148,U02148,27.0,Male,9.66,3.86,1.61,2.58,8.83,130.0,130,11.63,High,No,Severe,1
TXN02149,U02149,31.0,Male,9.31,3.02,3.41,4.03,8.42,241.0,125,11.27,,No,Severe,1
TXN02150,U02150,20.0,Female,3.24,4.67,3.19,1.93,,203.0,129,4.0,Medium,No,Severe,1
TXN02151,U02151,31.0,Other,9.55,0.5,1.35,3.49,6.77,25.0,39,11.01,High,No,Severe,1
TXN02152,U02152,23.0,Male,4.84,4.32,3.88,2.52,8.49,131.0,162,6.63,Low,No,Severe,1
TXN02153,U02153,28.0,Other,10.03,2.75,2.83,4.85,5.53,107.0,94,10.64,,No,Moderate,1
TXN02154,U02154,31.0,Male,3.65,5.07,2.15,1.42,5.99,134.0,46,4.9,Low,Yes,Severe,1
TXN02155,U02155,25.0,Other,7.85,5.29,4.0,2.85,5.28,116.0,92,9.64,Low,No,Moderate,1
TXN02156,U02156,27.0,female,8.16,4.67,1.63,3.58,4.73,118.0,65,9.47,Medium,Yes,,1
TXN02157,U02157,20.0,Female,3.2,0.94,3.06,2.92,7.1,173.0,100,3.91,High,Yes,,0
TXN02158,U02158,34.0,Female,10.74,1.31,3.47,4.39,6.57,154.0,111,13.14,Low,Yes,Severe,1
TXN02159,U02159,31.0,Other,4.32,5.7,2.99,1.69,5.87,92.0,69,6.39,,No,Severe,1
TXN02160,U02160,25.0,Male,5.09,3.45,2.7,1.33,5.5,132.0,122,5.81,High,Yes,Mild,0
TXN02161,U02161,21.0,Female,10.97,2.16,3.47,3.04,8.49,64.0,120,13.7,Medium,Yes,Severe,1
TXN02162,U02162,35.0,Other,5.82,0.73,2.46,5.5,8.62,174.0,140,8.35,Medium,No,Mild,0
TXN02163,U02163,26.0,Female,9.16,4.08,3.76,5.12,7.71,55.0,165,10.55,Low,No,Severe,1
TXN02164,U02164,18.0,Female,11.66,4.81,1.9,3.06,7.01,92.0,21,12.82,Low,Yes,Severe,1
TXN02165,U02165,32.0,Other,6.19,2.19,1.78,1.6,4.9,101.0,135,8.61,High,Yes,Mild,0
TXN02166,U02166,19.0,Other,10.1,4.04,0.19,5.18,7.82,223.0,119,11.53,Medium,Yes,Moderate,1
TXN02167,U02167,27.0,Other,9.5,2.39,2.1,5.77,6.0,188.0,123,10.91,Medium,Yes,,1
TXN02168,U02168,22.0,Male,11.47,2.86,0.13,4.26,8.62,215.0,18,14.12,Low,No,Severe,1
TXN02169,U02169,20.0,Male,3.63,4.55,3.26,3.72,7.89,112.0,122,4.32,High,No,Severe,1
TXN02170,U02170,20.0,Female,7.93,4.26,1.27,1.68,,221.0,85,9.43,Low,No,Severe,1
TXN02171,U02171,32.0,Other,6.83,1.01,2.57,4.06,,191.0,15,8.03,Medium,No,Moderate,1
TXN02172,U02172,30.0,Other,7.93,1.31,2.46,4.57,7.7,114.0,118,9.29,High,No,Mild,0
TXN02173,U02173,20.0,Female,5.49,1.4,0.93,1.77,7.78,167.0,62,7.23,Medium,Yes,,0
TXN02174,U02174,33.0,Male,9.12,3.93,1.69,5.53,4.8,34.0,105,9.79,Low,No,Severe,1
TXN02175,U02175,27.0,Female,7.36,2.98,0.97,3.53,8.27,84.0,131,9.69,High,No,Mild,0
TXN02176,U02176,32.0,Other,5.69,2.16,0.51,1.53,7.23,92.0,41,6.23,High,Yes,,0
TXN02177,U02177,33.0,Male,8.81,5.11,3.97,3.45,,199.0,119,10.34,Medium,No,Severe,1
TXN02178,U02178,24.0,Female,3.81,1.62,1.47,3.28,5.35,56.0,105,5.6,Low,No,Mild,0
TXN02179,U02179,35.0,Female,10.33,2.42,3.8,5.65,7.99,,178,11.25,Low,No,Severe,1
TXN02180,U02180,19.0,Female,10.28,3.37,2.82,4.23,8.88,63.0,156,13.23,Medium,No,Moderate,1
TXN02181,U02181,32.0,Other,6.11,3.91,0.86,1.63,8.34,170.0,71,7.39,High,Yes,Mild,0
TXN02182,U02182,19.0,Male,11.93,5.78,0.26,1.92,6.23,86.0,47,14.19,Low,No,Moderate,1
TXN02183,U02183,29.0,Female,8.17,4.6,0.97,4.7,4.73,170.0,41,9.1,High,No,Moderate,1
TXN02184,U02184,24.0,Male,5.66,5.95,1.18,2.71,5.38,41.0,100,8.37,Medium,No,Moderate,1
TXN02185,U02185,20.0,Other,5.89,0.71,0.24,2.19,4.55,132.0,151,6.61,High,Yes,,0
TXN02186,U02186,31.0,Male,6.25,3.52,2.65,2.22,6.55,209.0,125,7.34,Medium,No,Moderate,1
TXN02187,U02187,35.0,Female,9.68,1.51,2.36,1.28,8.72,239.0,168,10.85,Low,Yes,Severe,1
TXN02188,U02188,20.0,Male,11.41,5.55,3.21,0.63,8.87,197.0,112,14.37,Medium,Yes,Moderate,1
TXN02189,U02189,34.0,Other,8.73,1.38,1.0,4.9,5.06,157.0,51,10.27,High,Yes,Moderate,1
TXN02190,U02190,20.0,Other,8.7,3.25,3.71,2.71,7.43,117.0,173,10.62,Medium,Yes,Moderate,1
TXN02191,U02191,24.0,Male,8.68,3.23,3.2,4.4,7.86,22.0,103,10.6,Low,No,Severe,1
TXN02192,U02192,22.0,Other,7.96,3.01,2.81,1.37,,185.0,133,10.74,,No,Moderate,1
TXN02193,U02193,22.0,Other,5.29,1.55,1.85,1.17,7.25,42.0,90,6.63,High,Yes,Mild,0
TXN02194,U02194,34.0,Other,10.96,4.92,0.09,5.61,8.61,152.0,117,11.5,Medium,Yes,Severe,1
TXN02195,U02195,18.0,Other,4.56,5.64,0.73,0.57,,236.0,91,7.28,Medium,No,Severe,1
TXN02196,U02196,28.0,Male,3.37,3.69,1.03,0.96,6.76,,164,5.13,Medium,No,Mild,0
TXN02197,U02197,19.0,Female,3.84,2.64,2.51,2.45,8.12,76.0,146,5.74,High,No,Mild,0
TXN02198,U02198,31.0,Male,9.28,5.51,2.45,5.06,4.83,119.0,28,10.82,Low,Yes,Moderate,1
TXN02199,U02199,21.0,Male,10.19,5.27,2.22,0.55,5.76,232.0,165,11.38,Medium,Yes,Moderate,1
